title,artist,tempo,chroma_number,zcr_mean,zcr_std,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,mfcc_2_mean,mfcc_5_mean,mfcc_6_mean,spectral_centroid_std,spectral_entropy_std,spectral_spread_std,chroma_7_std,delta chroma_2_std,delta chroma_3_std,delta chroma_9_std,delta chroma_std_std,delta energy_std,delta mfcc_1_std,delta mfcc_3_std,delta mfcc_13_std,delta spectral_centroid_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_spread_std,primary,secondary
happy's theme,takanashi yasuharu,112.34714673913044,0.0068229321405165,0.036826817,0.019091239,0.066729748,3.122695796,0.115000586,0.175063449,0.152571119,1.937381773,0.156056754,0.151597767,0.039787364,0.114556459,0.038078425,0.044169895,0.01064061,0.045774406,0.004656086,0.014694726,0.041772052,1.093705633,0.374697574,0.202539249,0.041533797,0.104520726,0.017283994,0.044204715,2,4
haru,super junior,92.28515625,-0.0225150386360807,0.072561485,0.033814205,0.098252426,3.17259253,0.170664219,0.189079001,0.58147483,1.585944391,-0.121660038,0.149188522,0.039079456,0.356278185,0.021843486,0.057560628,0.004410243,0.048971285,0.007230621,0.013761986,0.063029875,1.045552684,0.372995819,0.23801497,0.03867312,0.323778698,0.005157392,0.025758178,2,6
heart of courage,two steps from hell,135.99917763157896,-0.0240977265654113,0.030389428,0.007584869,0.030189141,3.152818735,0.094058046,0.152355724,0.170042127,2.346745739,0.0561817,0.174022275,0.019071585,0.06081298,0.026616945,0.033035261,0.003420166,0.042156674,0.00655361,0.010579137,0.009101679,0.482923943,0.228700551,0.193104085,0.023353868,0.066027768,0.002943635,0.033924727,1,6
heartseeker,"miraie, imeiden",161.4990234375,-0.0064017572187172,0.077908972,0.031421162,0.058833318,3.185160115,0.171550029,0.180583802,0.774820668,0.953011174,0.150241869,0.128126052,0.026168001,0.3443711,0.017909306,0.078113356,0.004414195,0.056430304,0.002538018,0.023466527,0.029182922,1.329328169,0.400930533,0.197822282,0.029505636,0.362699022,0.005495695,0.021085098,3,2
hello,omfg,103.359375,0.0010392377516931,0.0966224,0.055426722,0.090359566,3.148494568,0.21495223,0.20848088,0.982252032,1.246569367,-0.010950296,-0.099240931,0.048995992,0.565823029,0.019458605,0.083804886,0.003940099,0.071610674,0.004300355,0.026201882,0.042711176,1.819237824,0.498747671,0.301875067,0.052977357,0.628343911,0.010712485,0.023340009,3,6
hello,teen top,99.38401442307692,-0.0170541528602703,0.09107393,0.040940664,0.095857807,3.181096103,0.199136761,0.209675013,0.774966767,1.392502826,-0.04928141,0.042585037,0.037824025,0.406826216,0.016741596,0.028744636,0.00504234,0.048930383,0.006260565,0.013882633,0.072353292,0.769721324,0.3663326,0.229172286,0.038355371,0.390591923,0.003672293,0.019886917,3,2
here we go,super junior,117.45383522727272,0.0006970009197766,0.085362687,0.03611596,0.098854534,3.174748918,0.185330839,0.202561414,0.822440962,1.140919111,0.150460361,0.158047384,0.036046691,0.365354711,0.020142837,0.068907151,0.004780965,0.057130547,0.005712471,0.018103635,0.050483888,1.015184734,0.377855777,0.23992123,0.035429959,0.358889429,0.003519501,0.022304059,2,3
"hey, soul sister",train,95.703125,0.0295158115118136,0.069464595,0.03265683,0.078587983,3.164180512,0.15597195,0.183529941,0.537507025,1.726927693,-0.265597949,-0.2037321,0.037960525,0.316179891,0.021962233,0.029144313,0.008710084,0.051560259,0.01866721,0.014706711,0.060672888,1.194546891,0.451174558,0.265369132,0.0398086,0.321564365,0.005806854,0.027512627,2,5
holding an umbrella,hangeng,112.34714673913044,-0.0323238117210389,0.047298978,0.032508917,0.039026254,3.210741959,0.134761232,0.18034596,0.295449144,2.487108647,-0.167013647,-0.081071556,0.043048914,0.307236557,0.025760599,0.033198522,0.00833198,0.02627594,0.006754488,0.011374022,0.017517205,0.799759057,0.347726848,0.218372432,0.040222271,0.279986696,0.006128649,0.03054027,4,6
holiday,henry,123.046875,0.030490049127141,0.069198648,0.036087022,0.102562857,3.151392553,0.180807903,0.207795926,0.625330326,1.494700127,0.083702433,0.115783516,0.038836046,0.350121707,0.023717303,0.090594058,0.003457354,0.047451468,0.006069621,0.021868639,0.065439619,1.119136712,0.39959817,0.240966009,0.045183719,0.367009073,0.004543258,0.028410344,3,2
hoodie,hey violet,95.703125,0.005097096529713,0.059011463,0.034211147,0.091652789,3.150915528,0.148762858,0.174361415,0.486963518,1.408553433,0.001506839,0.160914814,0.039511853,0.317214691,0.024344859,0.058522816,0.005370015,0.07796513,0.004264737,0.02061298,0.043650798,1.288423307,0.419729859,0.237834724,0.03891808,0.296147694,0.011554253,0.029369989,5,6
houki boshi,younha,78.30255681818181,0.018821466869468,0.086091862,0.021801912,0.097613807,3.24645641,0.170459022,0.195323651,0.839222263,1.106974013,0.129523033,0.17023488,0.028106664,0.248296323,0.025044945,0.024891202,0.00668827,0.029449874,0.005365729,0.00895307,0.032872445,0.666323231,0.302206528,0.212526973,0.028597758,0.24168823,0.005134745,0.028099203,3,2
hua shui yue,vk,73.828125,-0.020383372039554,0.039459555,0.012425243,0.012218716,3.179806243,0.09763302,0.15156925,0.137808485,2.150477887,-0.278509549,0.156713941,0.024824969,0.081744062,0.03331014,0.052706273,0.005033092,0.018268515,0.006940845,0.012282026,0.010512988,0.93887567,0.317381368,0.195131955,0.029280771,0.083286882,0.007663706,0.043749798,4,2
hurry up and save me,tiffany giardina,143.5546875,0.0042563952750028,0.080216306,0.02997939,0.081417334,3.193060562,0.153088525,0.161863423,0.818003188,0.688541086,0.2550626,0.212949767,0.025892457,0.311834264,0.01956154,0.087442802,0.003492964,0.035028753,0.00545561,0.021323328,0.057862113,1.044580311,0.366234304,0.238269267,0.025963373,0.309400873,0.005770326,0.022027848,1,3
i,"taeyeon, verbal jint",89.10290948275862,0.0155575893025282,0.07289546,0.033041846,0.1172321,3.22074218,0.171724361,0.195311689,0.596559838,1.524878946,-0.016367781,0.050374318,0.039096374,0.310020251,0.01954514,0.03378261,0.008510116,0.036740398,0.009840913,0.011668234,0.027596606,0.703767832,0.307770002,0.224219397,0.035205378,0.272838136,0.003316852,0.020821251,5,2
i love you,omfg,103.359375,-0.0129582323648741,0.089088591,0.03944549,0.138028559,3.218756398,0.196361284,0.192383161,0.942679743,1.04551292,0.076131719,-0.206225746,0.03717672,0.438816436,0.018511864,0.074964064,0.003917959,0.055903854,0.004073574,0.02222542,0.058684457,1.311343445,0.448524565,0.264231275,0.039408403,0.471903218,0.007934542,0.020358079,3,6
i wish,one direction,123.046875,0.0042887637420858,0.07676909,0.033015774,0.079217691,3.219015455,0.167650629,0.186276291,0.683321937,1.468577521,-0.019463611,0.307257957,0.032010305,0.338277233,0.019735988,0.051951164,0.005394987,0.039606092,0.004886937,0.015982644,0.036555469,0.983463087,0.3487927,0.223293253,0.028288977,0.28844021,0.004027801,0.022660608,2,6
in love,july,172.265625,-0.015880424965318,0.028721712,0.016957693,0.059907324,3.132089558,0.104344361,0.167992936,0.122203519,2.623346039,0.081802948,0.301152742,0.047544864,0.157206289,0.047477996,0.062367666,0.002321797,0.043987415,0.003854712,0.015176654,0.056202706,1.116918765,0.332105648,0.188364015,0.058383247,0.163958998,0.011805058,0.062347098,5,2
invoke magic,takanashi yasuharu,129.19921875,0.0159197569595857,0.073221248,0.026882164,0.078017568,3.130572989,0.16591614,0.178418374,0.725550166,1.536579256,0.293660446,0.282727769,0.031430676,0.310715704,0.018184022,0.050911925,0.001493749,0.071541025,0.00346364,0.018620983,0.046450856,0.721765817,0.236367722,0.181772525,0.03460545,0.374774931,0.006281525,0.020545075,1,6
islands,super junior,117.45383522727272,0.0234451900351971,0.049316457,0.021048779,0.069233898,3.190851036,0.12977262,0.172849184,0.394928828,2.027031873,0.048383129,0.07872917,0.030837039,0.217725037,0.023793709,0.02443971,0.009588412,0.038571828,0.006463655,0.010741926,0.027171472,0.685430278,0.302309255,0.208688357,0.029348225,0.20226416,0.004770438,0.027162973,5,4
it's you,henry,151.99908088235293,-0.0013526432818837,0.055490313,0.032899124,0.083594494,3.21011407,0.159690242,0.199489165,0.328331505,2.64532826,-0.009603672,0.063637725,0.040693028,0.270219523,0.020182666,0.027660172,0.008320979,0.034826414,0.00430846,0.010973788,0.02950603,0.712832573,0.323154345,0.211448728,0.036166193,0.25388605,0.004577519,0.020908406,5,2
ji jing zhi kong,fu xu,129.19921875,0.0506661320627558,0.02691332,0.010127238,0.020131902,3.194715383,0.084468249,0.147774645,0.084365925,2.660049931,-0.134945529,0.129687247,0.028541514,0.12404313,0.035457707,0.074397957,0.006105804,0.049648566,0.004084496,0.019713698,0.013020558,1.376881764,0.383162963,0.202291325,0.033276954,0.135922634,0.009994936,0.046566804,2,4
jing zhe,yin que shi ting,123.046875,0.022497121614629,0.056487293,0.025918817,0.059870655,3.204210562,0.132533845,0.162079659,0.496344961,1.411915539,-0.034552952,-0.004892301,0.027129652,0.306215907,0.023134765,0.052044543,0.002790038,0.045891873,0.007561079,0.018271642,0.031926854,1.103195336,0.420612107,0.219181478,0.029015304,0.323645666,0.009315416,0.028235649,3,2
jiu shi xi huan ni,li meng yin,89.10290948275862,0.0107558837340147,0.081093489,0.053690842,0.035702841,3.173185831,0.178439689,0.188188127,0.659339459,2.111265308,-0.186041754,-0.064053432,0.056698613,0.508453148,0.025824399,0.055742435,0.012869762,0.031714766,0.010916378,0.015536502,0.02143404,1.212235098,0.423934117,0.226832204,0.058986122,0.50766886,0.006474111,0.031014928,2,6
just dance,lady gaga,117.45383522727272,0.009512477723852,0.06942932,0.032213926,0.072171707,3.120086432,0.166438332,0.190454116,0.571817899,1.438227724,0.079061629,0.020204822,0.038636561,0.320514976,0.024475139,0.070372112,0.006187795,0.070852791,0.01102588,0.022251635,0.059387667,1.402453159,0.465321052,0.252140369,0.036106613,0.308470043,0.007589064,0.025292427,3,6
kataomoi,aimer,95.703125,-0.01097136650157,0.04955851,0.031565332,0.053725543,3.196209102,0.12863093,0.162772718,0.412921809,1.827497141,-0.027084522,-0.137734252,0.041440137,0.357436056,0.026324349,0.019484592,0.006899756,0.023048372,0.012577084,0.012898921,0.018837996,1.077840763,0.51338324,0.252174475,0.040735217,0.334879794,0.010631731,0.031959752,5,4
katawaredoki,radwimps,129.19921875,-0.0387061480390366,0.032199691,0.0098011,0.011472732,3.237136189,0.089118796,0.149196388,0.135275937,2.315294764,-0.035389296,0.112847038,0.025900176,0.067471467,0.036105437,0.011516557,0.003505993,0.015533088,0.004506167,0.008390585,0.004896836,0.873971971,0.331158594,0.189737797,0.029084979,0.054239083,0.009089386,0.045956162,4,2
kiss the rain,yiruma,129.19921875,-0.0226123509368458,0.043492047,0.009049123,0.007147065,3.20509843,0.095855757,0.158550737,0.061710793,3.144965976,-0.360034254,-0.197913837,0.024876639,0.029317534,0.034448958,0.027635205,0.005831836,0.012143488,0.00889095,0.007203913,0.005263403,0.931577146,0.349434716,0.17483647,0.028817139,0.027575509,0.00820157,0.042940572,4,6
last first kiss,one direction,161.4990234375,0.0159246455048832,0.083877353,0.032231827,0.0807178,3.209833746,0.183028031,0.198106352,0.755530881,1.285327234,-0.080474497,0.156201662,0.033972108,0.324775836,0.017393253,0.048798409,0.00545265,0.035442657,0.009989413,0.01382286,0.035501417,0.976814227,0.343646917,0.224420163,0.033208973,0.30427191,0.005013358,0.01903334,3,2
let me love you,mario,184.5703125,-0.0241006627495509,0.03875248,0.025012941,0.054442922,3.166897861,0.125921832,0.17145133,0.329833785,2.143005449,0.048897536,0.148081837,0.037690585,0.312150155,0.02879026,0.058128294,0.006187611,0.061208692,0.006201773,0.017193891,0.089472988,1.303641227,0.494949638,0.257777369,0.044680972,0.297366525,0.011502837,0.037594276,5,4
lightning flame dragon roar,takanashi yasuharu,80.74951171875,-0.0311065897946303,0.091224438,0.027282228,0.043281846,3.152527453,0.186983731,0.18964782,0.93150321,1.04681369,0.486231286,0.278291475,0.027293372,0.316171001,0.018967446,0.041462863,0.003241666,0.115573547,0.003366801,0.024629907,0.025497354,0.69198589,0.232224381,0.189486299,0.029086408,0.382119533,0.005614261,0.01907517,1,3
live like there's no tomorrow,selena gomez,184.5703125,-0.0063082166186446,0.060273689,0.019403389,0.102270597,3.200266801,0.14309269,0.175015378,0.485310567,1.717996729,0.200007053,0.075979862,0.023149785,0.191966624,0.018510305,0.035877505,0.00649126,0.05166527,0.00380293,0.012873817,0.038511384,0.611732765,0.309079973,0.22284891,0.023482848,0.19302056,0.003182493,0.021538683,2,3
live while we're young,one direction,123.046875,0.0149733904907792,0.089552916,0.034276092,0.078219709,3.21368084,0.179865095,0.18900353,0.849578808,0.981713515,0.024037102,0.14747372,0.035936147,0.359099866,0.024231513,0.063162177,0.005651193,0.043029326,0.007928093,0.01883306,0.035602893,1.094610731,0.378392653,0.216703071,0.035027202,0.344492224,0.004189308,0.026342359,3,2
livin in,super junior,103.359375,-0.0132777638164834,0.071138965,0.036872177,0.074957298,3.190191099,0.174887112,0.199651959,0.646143064,1.577648154,-0.045833027,0.162206087,0.046393112,0.395415316,0.02568021,0.068199814,0.003984993,0.038399217,0.011010255,0.019667956,0.050725289,1.217041983,0.371918462,0.235669854,0.05176295,0.416555694,0.006596414,0.030210468,5,3
lost my pieces,hashimoto yukari,86.1328125,-0.0003017040554955,0.053450321,0.011746802,0.035422556,3.2233862,0.103790388,0.153044458,0.260522033,2.59081019,-0.117840841,0.007689135,0.023613751,0.096676056,0.035182778,0.013665612,0.007140653,0.011044052,0.003317413,0.005554049,0.011529421,0.65038302,0.287322845,0.19609789,0.027518816,0.080818254,0.003539501,0.045914495,4,6
love somebody,maroon 5,117.45383522727272,-0.024010154584401,0.063174564,0.02492429,0.055852972,3.186281059,0.152933204,0.180394046,0.493235692,1.554231768,0.118944058,0.128771409,0.036585623,0.248855773,0.023877238,0.051332161,0.005316811,0.04916331,0.0107679,0.015466295,0.03378781,1.172250522,0.445340032,0.232800392,0.035332923,0.234505958,0.006773159,0.028023763,3,2
loved you first,one direction,123.046875,0.0067456924783053,0.071339824,0.034051717,0.067499601,3.203328128,0.167262682,0.191047324,0.625268287,1.479443241,0.074331658,0.299165572,0.038573215,0.338921151,0.021883488,0.059526313,0.008008021,0.047842881,0.006236612,0.017278666,0.030535234,1.103208624,0.380547754,0.229097258,0.035421269,0.324551379,0.003765186,0.024513966,3,2
mad,neyo,129.19921875,-0.0145755679025131,0.066423346,0.036989841,0.07058543,3.201552555,0.170249928,0.200225509,0.483078081,2.182788357,0.048091767,-0.141930849,0.041622156,0.366371517,0.018362846,0.074195886,0.007272827,0.033395878,0.009660306,0.018486457,0.045537685,0.964200144,0.367073391,0.230339282,0.043412591,0.394234853,0.007150375,0.020744169,5,6
may be,yiruma,112.34714673913044,-0.012831373524397,0.044009296,0.007583391,0.010693349,3.207824164,0.10135159,0.162413948,0.060659105,3.152278322,-0.326849826,0.174586318,0.025743236,0.024985138,0.035662561,0.034303311,0.002607156,0.011681432,0.002628216,0.007813271,0.006250427,0.886725992,0.294767824,0.193189602,0.033379303,0.026956438,0.009033289,0.049100281,4,2
maybe tomorrow,ryeowook,123.046875,-0.0174850158290757,0.040599459,0.024023385,0.057102756,3.193704635,0.121654399,0.175691696,0.221948032,2.723367154,-0.14363405,0.002398582,0.036020291,0.19726287,0.025756977,0.025619714,0.005495645,0.027507056,0.01336887,0.011043699,0.019910565,0.789579986,0.350685138,0.226149176,0.036626149,0.198706225,0.007507676,0.031506962,5,4
mei you li you,"ryanb, zhou yan ying",89.10290948275862,0.0214563788853191,0.044896118,0.024549844,0.083883111,3.185507551,0.139668002,0.190584228,0.249270117,2.333209857,-0.160153936,-0.165272113,0.036617265,0.19620763,0.022689794,0.045250081,0.011153231,0.032674219,0.013598978,0.014754912,0.031426784,1.100454154,0.350487839,0.212178708,0.033550185,0.181746141,0.005458793,0.025526955,5,2
melody two,kajiura yuki,112.34714673913044,-0.0234977892234686,0.029285035,0.004087047,0.014820055,3.212102219,0.086870422,0.150701244,0.052096756,2.50839853,-0.400292332,0.297766713,0.028396963,0.035271805,0.042683263,0.030866249,0.00476273,0.006118593,0.006716263,0.009409971,0.008700529,1.126696207,0.360430638,0.204340044,0.03411751,0.02717891,0.015184291,0.054240365,4,6
mine,taylor swift,123.046875,-0.0019528252358969,0.086474349,0.037668044,0.087752613,3.21509645,0.173870157,0.186066394,0.779576103,1.278426129,0.20267666,0.282333226,0.04128088,0.351593979,0.020816781,0.04530048,0.0063916,0.027049748,0.004660589,0.013286882,0.038111006,0.7083235,0.331218116,0.219305221,0.040192548,0.33862452,0.003497197,0.024317238,2,3
mirror night,vk,86.1328125,-0.0045440913589632,0.035209776,0.008830069,0.012094536,3.207797593,0.094052668,0.14978188,0.142427099,2.342761433,-0.05598387,0.018804357,0.025567497,0.094774468,0.035090667,0.023186087,0.01143929,0.018973621,0.004851183,0.01020046,0.006498652,1.03185031,0.324579935,0.204003781,0.029604223,0.094621033,0.007838037,0.044066012,4,2
mitsuha no tsugaku,radwimps,99.38401442307692,-0.028683056650625,0.0484682,0.020394484,0.027792847,3.214324429,0.108763423,0.147785592,0.327538779,1.905815311,0.062646731,0.111001736,0.030403943,0.191826482,0.031521995,0.012050763,0.00158769,0.028731917,0.007509273,0.008475644,0.017270003,1.21865139,0.359773562,0.218497978,0.029085859,0.152362973,0.014103882,0.038200529,2,4
more than this,one direction,151.99908088235293,-0.0246384530615731,0.074974936,0.034174696,0.064926207,3.219781843,0.170963462,0.194557949,0.643282734,1.637953104,0.057927085,0.130267584,0.038243981,0.352411104,0.022022669,0.036130745,0.002701489,0.031981605,0.010251568,0.011948822,0.022733439,0.742007062,0.320562398,0.22319965,0.036908524,0.298952646,0.00346647,0.025377975,5,6
morning,toshiro masuda,117.45383522727272,-0.0267176121581879,0.044942907,0.013762414,0.017322351,3.224399747,0.12302516,0.175232393,0.198950153,1.650447307,-0.002448395,0.331730681,0.028850073,0.104098246,0.027923654,0.006267218,0.002058576,0.015577246,0.007465934,0.009421661,0.009852935,0.969523186,0.317725483,0.193591683,0.024501889,0.088276295,0.010749854,0.029041297,4,2
mother,super junior,80.74951171875,-0.0180252393495984,0.062541926,0.033805497,0.073758527,3.186114527,0.154496623,0.187026432,0.474327512,1.669465588,-0.046588595,0.168655037,0.039221458,0.343155242,0.020436255,0.049958521,0.008064145,0.048073508,0.01004399,0.015389314,0.038077036,0.978898884,0.405462908,0.241778272,0.039005779,0.334853608,0.005867487,0.02334774,2,6
na ge ta shi ni,mai xiao er,112.34714673913044,0.0193050754286111,0.061613493,0.050758276,0.040859488,3.167211635,0.157594186,0.188317394,0.436735868,2.588866356,-0.044190631,-0.131532445,0.056580369,0.475054274,0.024907676,0.038192415,0.009768843,0.03249583,0.010598499,0.013565466,0.026469573,1.09891846,0.442143079,0.236048049,0.056651551,0.483242324,0.009909812,0.029818453,2,5
natsu's theme,takanashi yasuharu,129.19921875,-0.0160053731960321,0.079493398,0.029708369,0.08168418,3.144730126,0.166099083,0.174759084,0.787532966,1.36086072,0.341329099,0.362481615,0.033433103,0.315650501,0.018880982,0.047119393,0.002896647,0.081015041,0.002398742,0.020791306,0.043448092,0.707282604,0.240054386,0.185060989,0.033045765,0.359337449,0.006815955,0.020097254,1,6
naturally,selena gomez,135.99917763157896,-0.0053699011763328,0.091125303,0.050480435,0.069943994,3.170081599,0.213255353,0.225859511,0.712015759,1.858900695,0.132576033,0.119975056,0.050746794,0.419826505,0.018947894,0.06199007,0.004577002,0.038983956,0.007857659,0.01727176,0.050280334,1.27085021,0.414908943,0.246453826,0.049534009,0.429616457,0.00572786,0.020776449,3,6
need you now,"henry, hoya",89.10290948275862,0.019937481296705,0.065954674,0.038415053,0.066067233,3.144275135,0.160319831,0.189435166,0.484318411,2.139192668,0.139718179,0.230029933,0.043155038,0.345434698,0.022460713,0.045810355,0.006956772,0.045807972,0.011509963,0.015446966,0.039678641,1.416322952,0.440148059,0.241036404,0.043184942,0.346422116,0.005752515,0.026128078,5,6
ni cong bu zhi dao,liu zeng tong,86.1328125,-0.0092624359018824,0.035225854,0.020263026,0.038431087,3.18573348,0.11500952,0.1698924,0.218503302,2.709267352,0.015027462,0.131237585,0.036514142,0.206592102,0.030433604,0.049956042,0.005000678,0.035808007,0.011342215,0.014207141,0.025811608,1.247774268,0.427581456,0.2398457,0.041434848,0.207700574,0.009366696,0.039925625,5,4
ni pa bu pa shi qu wo,liu zeng tong,83.35433467741936,0.0048871715912148,0.05630085,0.029616123,0.049373892,3.215658111,0.138073734,0.177314231,0.354335618,1.935539726,-0.092687911,0.030613592,0.037438304,0.282858626,0.027533208,0.032321796,0.009915944,0.03866549,0.006784064,0.012969098,0.026086966,0.895050331,0.442029356,0.214402525,0.038526645,0.264614723,0.007038086,0.033419355,2,4
nighty my luna,sereno,161.4990234375,-0.0247239256809062,0.032949123,0.008911923,0.012948251,3.208696361,0.084787785,0.145477807,0.116399755,2.461965757,-0.309144771,-0.14416201,0.025448115,0.074322787,0.042085836,0.017529983,0.011260895,0.011966195,0.005753011,0.007563144,0.006968841,0.914640836,0.269501965,0.179442919,0.028379002,0.069656031,0.007948217,0.049433607,2,4
nine four two zero,mai xiao er,83.35433467741936,-0.01124092468603,0.053394843,0.03464507,0.040439337,3.196997226,0.14889833,0.18615406,0.364814977,2.573122829,-0.037067125,-0.170130576,0.042969912,0.382244958,0.02431406,0.0404759,0.011415939,0.045484907,0.008733962,0.014140909,0.026178754,1.121289704,0.441637213,0.218733532,0.043014125,0.378147624,0.010597723,0.029278431,2,4
no air,"jordin sparks, chris brown",80.74951171875,0.0039660891427376,0.083922475,0.03485963,0.064120205,3.131851216,0.176144958,0.187235094,0.712923163,1.417485063,0.143386465,0.084658395,0.032021654,0.392001596,0.015394549,0.05379801,0.006172412,0.046694096,0.006448481,0.015766059,0.052825958,0.85946652,0.413886634,0.2416898,0.031129306,0.360875428,0.006640777,0.017871406,5,6
no average angel,tiffany giardina,143.5546875,-0.0088274077622098,0.085964143,0.025266747,0.098304384,3.188186833,0.157583111,0.166763739,0.881265836,1.387667411,0.192939377,0.206336084,0.025888482,0.295759241,0.018043814,0.033941842,0.00566259,0.026887633,0.006267118,0.010306465,0.042791409,0.78138281,0.334903277,0.236785209,0.025004239,0.28624523,0.0028028,0.020185534,3,6
no title,reol,135.99917763157896,0.0061763620880039,0.084295276,0.048297471,0.0900992,3.181764187,0.21913214,0.23394703,0.607404385,2.045076115,0.076095239,0.039365198,0.050519396,0.410054639,0.02253995,0.102547742,0.005278327,0.074246919,0.016214981,0.031181905,0.056770649,1.82953861,0.516365955,0.285742121,0.061884822,0.476884761,0.007103693,0.030557348,2,3
norwegian pirate,two steps from hell,161.4990234375,-0.0084847050836814,0.049914865,0.012904758,0.050073825,3.129983863,0.130890928,0.17494152,0.382498988,1.757177767,0.095609376,0.246926839,0.022363201,0.115693089,0.023436891,0.055837565,0.008798039,0.056253527,0.003728797,0.014566401,0.01856472,0.513292146,0.232330639,0.184276017,0.024410299,0.128510043,0.002541706,0.026853044,1,6
not over you,gavin degraw,143.5546875,-0.0075298342572696,0.055844865,0.026053559,0.081057609,3.198046273,0.136084014,0.166737672,0.444444156,1.864726773,-0.160632384,0.080074411,0.033913535,0.266664864,0.025035706,0.037144148,0.008409166,0.054438741,0.009844058,0.014170412,0.037227197,0.844479238,0.33731277,0.227322458,0.035586371,0.255484862,0.005369316,0.030531025,5,6
off my mind,henry,129.19921875,-0.0048581379084052,0.077086596,0.048574652,0.112318672,3.188972662,0.180260899,0.195651756,0.679733968,1.412526877,0.279308234,0.140887526,0.04561827,0.471893106,0.019757997,0.096263014,0.00506089,0.046948753,0.008789053,0.024916319,0.066083429,1.093227548,0.43689159,0.259440147,0.045101469,0.46601129,0.007405378,0.02252875,3,2
one thing,one direction,129.19921875,0.0090963935502027,0.075337655,0.032176501,0.075360036,3.172037789,0.169737288,0.192410892,0.651639999,1.235931815,0.12428228,0.334544473,0.035486328,0.332091055,0.021466383,0.048119476,0.005927583,0.043074609,0.006411172,0.014553867,0.042505402,1.10598695,0.362189582,0.221916765,0.033581118,0.298471601,0.004283081,0.02353641,3,2
paper plane's adventure,vk,117.45383522727272,0.0038949097127294,0.025110243,0.005090806,0.0275047,3.213473374,0.083001108,0.157345218,0.047199612,2.796334724,-0.580860481,-0.208684503,0.022162864,0.0315599,0.032344651,0.012282512,0.018618313,0.014174395,0.005934277,0.007565003,0.008814312,0.785250731,0.291807703,0.197459056,0.028094046,0.035045231,0.008778574,0.041547531,4,2
people of the floating island,takanashi yasuharu,117.45383522727272,-0.0010283114048513,0.084613473,0.031329022,0.027338728,3.19774278,0.192382998,0.213458397,0.625905103,1.475949121,0.218705097,0.076458076,0.043048018,0.30584414,0.023529203,0.026816764,0.003724305,0.040649415,0.001326425,0.011098033,0.017944203,0.999273076,0.310990133,0.206134909,0.045078229,0.301829179,0.009346597,0.025071744,2,6
please don't go,joel adams,83.35433467741936,-0.0018794271403985,0.053217474,0.029367384,0.081866672,3.181135023,0.140251626,0.176569075,0.425399309,1.435584477,-0.016308863,0.105910532,0.037318992,0.298898497,0.025875991,0.04456402,0.005165108,0.073721701,0.0054458,0.017066318,0.044005497,0.815254088,0.346297368,0.227246845,0.035329492,0.26316446,0.005508945,0.028739794,5,6
polaris memories,sereno,99.38401442307692,0.0147484051579576,0.052313975,0.023292576,0.017204589,3.193925353,0.113913513,0.151039051,0.328117141,1.737004934,-0.034577026,0.24584438,0.032357571,0.26304538,0.029738348,0.065144305,0.005602559,0.037921381,0.002790237,0.020145662,0.020027872,1.661704512,0.474485929,0.20844677,0.034263744,0.23175241,0.014423155,0.040567981,2,6
