title,artist,tempo,chroma_number,zcr_mean,zcr_std,energy_mean,energy_entropy_mean,spectral_centroid_mean,spectral_spread_mean,spectral_entropy_mean,mfcc_2_mean,mfcc_5_mean,mfcc_6_mean,spectral_centroid_std,spectral_entropy_std,spectral_spread_std,chroma_7_std,delta chroma_2_std,delta chroma_3_std,delta chroma_9_std,delta chroma_std_std,delta energy_std,delta mfcc_1_std,delta mfcc_3_std,delta mfcc_13_std,delta spectral_centroid_std,delta spectral_entropy_std,delta spectral_flux_std,delta spectral_spread_std,primary,secondary
preacher,one republic,143.5546875,-0.0175535413220517,0.054871422,0.023245751,0.080406781,3.204647997,0.124631608,0.157745317,0.428856274,1.677131659,-0.012547545,0.137798475,0.030360773,0.237658448,0.025899644,0.044797501,0.008492866,0.052634886,0.008298757,0.013992067,0.048412741,0.651527157,0.280429962,0.208402147,0.030912548,0.221109876,0.004632394,0.030779711,5,2
promise,ft island,129.19921875,0.0014804140479765,0.054784224,0.02636441,0.071606487,3.143005478,0.148510588,0.183831691,0.385456574,1.842878822,0.265221642,0.267103518,0.032677681,0.233280041,0.018837532,0.03967095,0.005544435,0.068449892,0.007943106,0.017639976,0.041456895,0.898819811,0.356411998,0.22770925,0.033077975,0.234005135,0.004354078,0.022448998,2,6
pyramid,"charice, iyaz",86.1328125,0.0241859970922945,0.062267905,0.025243055,0.047204999,3.202671831,0.149993895,0.182677131,0.503679748,1.625510217,-0.028226419,0.048489451,0.035479939,0.27177253,0.02349695,0.036654607,0.012913126,0.049803437,0.007452696,0.013932152,0.032871322,0.80703827,0.35449148,0.227699665,0.034138109,0.255229211,0.005110944,0.026201828,2,5
qing hua ci,jay chou,107.666015625,0.006708307648527,0.051406565,0.023239596,0.045135669,3.138737166,0.131459267,0.177716062,0.283736898,2.54255952,0.08453241,0.189725257,0.036338021,0.238301176,0.026343192,0.041179823,0.005994149,0.043555662,0.007318011,0.012144449,0.027123715,0.817144806,0.306437321,0.226723485,0.038809683,0.259609738,0.006192584,0.031491176,4,2
rainy summer,sereno,117.45383522727272,-0.0177002336209994,0.06104701,0.022172094,0.037998279,3.196780186,0.132897528,0.16434276,0.5756794,1.002074708,-0.042739733,0.09948694,0.025329623,0.292614667,0.024994176,0.051933161,0.007666623,0.037226686,0.006789375,0.015530886,0.019874189,1.12090814,0.395294936,0.199937999,0.026411109,0.275280403,0.006122714,0.029676632,2,3
red,taylor swift,123.046875,0.0333303681429671,0.070142659,0.023474146,0.052252808,3.201634905,0.146173622,0.172552801,0.655308765,1.584613912,0.165316269,0.135029488,0.025203002,0.255060702,0.018299642,0.036117156,0.003227071,0.032130632,0.012612992,0.011249391,0.034209565,0.807237511,0.312399908,0.211909455,0.02510049,0.252373825,0.005195589,0.022485431,5,2
river flows in you,yiruma,143.5546875,0.0223457116027725,0.048238892,0.007940139,0.008847848,3.211261186,0.102852493,0.164075651,0.058109793,3.315682323,-0.263761028,0.010613125,0.025462276,0.02435061,0.034584999,0.010004465,0.013530554,0.01484809,0.006379556,0.006978416,0.005750396,0.898235911,0.350651199,0.191439478,0.031636065,0.025650923,0.009951032,0.046567784,4,6
rugs from me to you,owl city,151.99908088235293,-0.0262815681007085,0.091159668,0.049824757,0.044343585,3.218186868,0.177843317,0.183485069,0.808138867,1.300742607,-0.165687016,-0.019834533,0.052020856,0.497515561,0.023286241,0.044734614,0.005362995,0.034912188,0.006779351,0.01631406,0.018856019,1.357754877,0.42227686,0.246504172,0.054668039,0.524641646,0.010287923,0.026688325,2,3
sad past,takanashi yasuharu,69.83741554054055,-0.0177903335509231,0.037659649,0.010626236,0.015619588,3.22783347,0.101139283,0.165758612,0.126032817,2.607184253,-0.430964212,-0.269797886,0.024780032,0.057314279,0.031894189,0.012406033,0.012627739,0.013265508,0.004210414,0.008646821,0.005765111,0.928879913,0.334341871,0.196393593,0.030994318,0.055064106,0.013399312,0.041824962,4,6
sakura's theme,toshiro masuda,89.10290948275862,-0.0309359741928688,0.045156437,0.019972112,0.027160144,3.170994436,0.129409184,0.188449854,0.233795213,2.770955528,-0.008955321,0.019327866,0.037625544,0.149369086,0.029523671,0.036412692,0.006958778,0.022566499,0.004226249,0.009144388,0.009392925,0.915609622,0.323104193,0.198534637,0.039277155,0.134270829,0.009337107,0.034675489,2,4
save you tonight,one direction,129.19921875,-0.0200514388783486,0.082052034,0.037727546,0.07968487,3.199501988,0.171794181,0.18289369,0.721300467,1.160775861,0.081255628,0.102316233,0.036895287,0.388264716,0.018356862,0.065049576,0.005755333,0.033770227,0.009312323,0.018484667,0.058674042,0.893883207,0.36753531,0.228582118,0.030635182,0.328663494,0.005540124,0.019764483,2,3
shelter,"porter robinson, madeon",99.38401442307692,-0.0147987577443495,0.059335924,0.025937703,0.131881661,3.195948621,0.170012992,0.194876032,0.424928006,1.917392385,0.110024433,0.198723265,0.028959422,0.229867281,0.016916902,0.059841449,0.003426197,0.053522423,0.004912552,0.016692243,0.046234854,0.733449165,0.367868332,0.213439129,0.029141061,0.233668546,0.005203594,0.020330328,5,2
silhouette,kana boon,92.28515625,0.0063135503863943,0.060101306,0.017572166,0.13919361,3.212072532,0.14317266,0.162998921,0.638311342,1.253912634,0.436994461,0.214045522,0.019602833,0.196292372,0.016985455,0.026757536,0.003600024,0.079540865,0.003511197,0.017021654,0.040041102,0.642257421,0.280115774,0.209263138,0.020058919,0.193391285,0.003945362,0.020240202,3,6
sky chord,tsuji shion,83.35433467741936,-0.0054429524658464,0.053328168,0.016796969,0.063545236,3.220116829,0.129881362,0.169140718,0.456202134,1.607051171,0.052603861,0.131279857,0.025563036,0.194370334,0.02397829,0.023176635,0.006904332,0.021947222,0.010375863,0.008535233,0.021548283,0.772908098,0.319855431,0.217311281,0.028442082,0.175740344,0.004834045,0.029373838,2,5
something i need,one republic,99.38401442307692,0.007352069794559,0.0623082,0.034722228,0.051329371,3.170602148,0.15206845,0.182183784,0.488489854,1.925009314,0.11168543,0.105881133,0.038768148,0.330000993,0.021901972,0.053428869,0.00625289,0.039409077,0.005583654,0.015166446,0.034801204,1.008827493,0.364525025,0.22714272,0.03762241,0.307935579,0.006215916,0.025554841,2,5
somewhere,july,89.10290948275862,-0.0169395946605028,0.028471179,0.016364339,0.063180099,3.148140176,0.111295646,0.176474923,0.126754813,2.525713614,0.130363447,0.395309761,0.048150025,0.132354744,0.046418563,0.061199089,0.002031063,0.045499379,0.003651881,0.01543368,0.059849831,1.031626147,0.322515654,0.180473832,0.05821079,0.138085882,0.011029516,0.05956511,5,2
sparks fly,taylor swift,117.45383522727272,-0.0246454358490582,0.088342773,0.035765944,0.089338303,3.20798319,0.17964111,0.192460918,0.84581474,1.528168517,0.302569291,0.076878603,0.038210707,0.339284664,0.019425357,0.034442944,0.004978354,0.02605387,0.006498706,0.010464195,0.037391146,0.698697014,0.302397446,0.205702587,0.035402313,0.310882875,0.002803224,0.020765631,2,6
spectre,alan walker,129.19921875,0.0150293707768633,0.062782336,0.020621456,0.069501544,3.077907667,0.154671552,0.181832802,0.610657953,1.485158381,0.401403648,0.325073663,0.024162725,0.234448893,0.017930538,0.055947958,0.002531441,0.043556846,0.00388932,0.016994244,0.033116023,1.127740228,0.399489968,0.211391225,0.029819345,0.296425901,0.006076117,0.022907072,3,6
spin and burst,yaiba,89.10290948275862,-0.0017774532365878,0.062382745,0.020274474,0.041559532,3.137778126,0.152279657,0.18043001,0.570966314,1.354288626,0.312493605,0.171955542,0.024323249,0.222377863,0.019401663,0.030252443,0.002891046,0.082404818,0.003177112,0.019590797,0.026685414,0.687966569,0.235395513,0.195492393,0.024134051,0.231885166,0.004836824,0.02071616,1,6
spinning world,diana garnet,112.34714673913044,-0.0200405427666286,0.084106306,0.023327221,0.107637606,3.196354901,0.170642333,0.183475843,0.789625509,1.338620478,0.331854584,0.071894023,0.023219423,0.239323212,0.015256116,0.035433504,0.004109417,0.053198473,0.007320009,0.012561638,0.041193358,0.594819779,0.321615318,0.224148438,0.023620507,0.251879205,0.00305435,0.016081957,3,2
spiral moon,sereno,95.703125,0.0061114105020623,0.056757713,0.019777403,0.011734491,3.147104605,0.120150641,0.154508344,0.454429918,1.547878929,-0.144799088,0.188963123,0.030597003,0.256899276,0.0320709,0.027310999,0.00624132,0.039048942,0.008708103,0.011049186,0.013680811,1.108544775,0.358383305,0.216127548,0.032746641,0.247279523,0.010239337,0.038372208,2,5
star at dawn,vk,129.19921875,-0.0232927726124244,0.036618441,0.009635006,0.008883523,3.208232921,0.090160511,0.15263669,0.0739866,2.775499413,-0.312852264,-0.087092859,0.028509112,0.046115193,0.039994092,0.016057282,0.005448404,0.012186662,0.005670038,0.007851053,0.004311308,0.976987022,0.313425328,0.180782636,0.032448766,0.039610646,0.011845487,0.049449778,4,2
star sky,two steps from hell,129.19921875,-0.0195013843060995,0.039904123,0.008137886,0.065665255,3.19592389,0.100528391,0.144862869,0.288275047,1.902011783,0.028029236,0.094296846,0.016577272,0.081528823,0.025019602,0.030762306,0.007531708,0.033094239,0.006325261,0.00942316,0.020807101,0.539351641,0.23075278,0.19444822,0.020066173,0.090744432,0.003162973,0.03199159,1,2
starry night rondo,sereno,184.5703125,0.0222269949195814,0.054005041,0.018133898,0.034501439,3.21444822,0.123869943,0.163160276,0.341359252,1.451243122,-0.163387703,0.264819399,0.031703284,0.230471425,0.031718958,0.025308322,0.011098598,0.018071907,0.004177575,0.012089107,0.022021285,0.910917388,0.390851146,0.210050997,0.038227614,0.238432864,0.006512443,0.041104164,2,5
still in love,jason chen,143.5546875,-0.01892568767403,0.089610374,0.052515448,0.050699282,3.228882431,0.202001829,0.206572309,0.676044883,1.783806438,-0.168141372,0.163409668,0.061685785,0.462622895,0.032805448,0.063408165,0.006043689,0.033833306,0.010800783,0.01688141,0.019177494,0.784469485,0.395961001,0.232002535,0.07468049,0.492486867,0.005079314,0.041595864,2,5
strong bonds in mind,takanashi yasuharu,161.4990234375,0.0324963911113938,0.058497051,0.0115259,0.034094485,3.216863655,0.125366004,0.160014781,0.457976847,1.426401712,-0.025629168,0.085685735,0.020557881,0.128562911,0.021166051,0.027386288,0.004612958,0.038100639,0.003973846,0.009849729,0.009294078,0.562180552,0.211090334,0.188978517,0.021000869,0.123944811,0.005644322,0.024026839,1,6
super clap,super junior,129.19921875,-0.0050769355397053,0.06135565,0.024621605,0.132388221,3.157502956,0.171749116,0.197359717,0.554541055,1.006714315,0.150644389,0.17906058,0.035664874,0.264811458,0.024116576,0.05562538,0.005173489,0.069887666,0.005764327,0.01934779,0.051984509,0.713190987,0.340675394,0.235802522,0.043598541,0.289702838,0.00278094,0.03153865,3,6
take it slow,taeyang,112.34714673913044,-0.0262634672332435,0.052902247,0.029988701,0.060411157,3.149687204,0.147920715,0.184560981,0.375254466,1.512916594,0.239899765,0.179795927,0.04449073,0.290277298,0.026632299,0.045109165,0.005088656,0.064706046,0.009332867,0.017253116,0.029729265,0.874974945,0.404870844,0.23595804,0.040234377,0.287854237,0.005668421,0.027111542,5,2
talking with the star in the night,sereno,92.28515625,0.0099985192443941,0.028634936,0.006391626,0.014189887,3.230144604,0.081953526,0.143285144,0.105724034,2.493452463,-0.349810203,-0.096775772,0.024182842,0.052569244,0.041873892,0.015376875,0.00554369,0.014154002,0.002972362,0.006006789,0.005549134,0.776988803,0.232693046,0.188647885,0.028995232,0.046094467,0.00537053,0.051692428,4,2
tell me why,teen top,123.046875,-0.0155940431147517,0.09496028,0.050118206,0.077172158,3.088279016,0.218831192,0.223663687,0.70547368,1.845121783,0.268224714,0.255463195,0.051284162,0.436854992,0.020365203,0.072862355,0.004966133,0.052329084,0.008595802,0.020726026,0.057509425,1.307744834,0.432502925,0.252197213,0.059482391,0.476691627,0.004868492,0.025990793,3,2
the colonel,two steps from hell,89.10290948275862,-0.0237327561710603,0.032697835,0.00990904,0.065114918,3.16333231,0.112563633,0.161707739,0.199252779,2.001300002,0.034528481,0.214648787,0.017701286,0.070978892,0.022555883,0.064306486,0.002469642,0.040792694,0.005021775,0.0196555,0.031810825,0.530567897,0.223389882,0.191327824,0.020375996,0.077862015,0.003101725,0.029199356,1,6
the monster,"eminem, rihanna",112.34714673913044,0.0113798229310625,0.073731722,0.045076805,0.072937119,3.167278509,0.166286165,0.185582321,0.655747051,1.261195899,0.101157126,0.129410663,0.051607706,0.414144341,0.027006748,0.058617016,0.006426177,0.051076051,0.009562124,0.019244768,0.040409961,1.141306949,0.456509514,0.278630653,0.054407614,0.420041228,0.005924749,0.032015663,6,1
the relief,kajiura yuki,107.666015625,-0.0120322718361027,0.068102861,0.028610895,0.073587129,3.21100403,0.16932181,0.19633072,0.575818917,1.281976486,0.16615226,0.345803367,0.04464305,0.258536242,0.031740283,0.070423332,0.003889427,0.047647195,0.00374144,0.020412737,0.0359671,0.675743633,0.347794606,0.211507657,0.050879481,0.285931957,0.005370974,0.036410574,1,6
the sea,yamagami takeshi,129.19921875,0.009738261918413,0.028404732,0.00466337,0.015786233,3.212961522,0.079198217,0.140181374,0.065443206,2.49499186,-0.325693888,-0.127876831,0.023421674,0.036266752,0.041347216,0.013592795,0.013253368,0.022294518,0.007404072,0.008365693,0.013128909,1.1041835,0.291844592,0.20975005,0.029572704,0.036942873,0.010321266,0.053850741,4,6
the story of us,taylor swift,143.5546875,0.0292041947135962,0.092805046,0.033231957,0.076578168,3.196102786,0.17173976,0.173656216,0.943077082,1.268243452,0.210819151,0.108848056,0.033192956,0.329704092,0.019033014,0.064995089,0.004305179,0.023320049,0.008902449,0.018525065,0.046230631,0.801513523,0.342465654,0.219711534,0.03236678,0.323526489,0.003167343,0.021808194,3,2
theme of el,yamagami takeshi,123.046875,0.03273651364332,0.031983859,0.005241435,0.01418781,3.221292113,0.084357469,0.142100041,0.067057569,2.067346687,-0.301792811,-0.157388195,0.024954711,0.041133512,0.041676205,0.010447273,0.016919835,0.01160079,0.0057316,0.008051055,0.01418768,1.295031204,0.338613905,0.20509545,0.032770382,0.041913955,0.01151416,0.057014932,4,6
this is me,"demi lovato, joe jonas",92.28515625,-0.0047991663084711,0.076425661,0.0286411,0.097011143,3.222837029,0.163048414,0.179476951,0.727107155,1.336210848,0.211254994,0.161231587,0.033584106,0.280763281,0.019477605,0.042207328,0.005345716,0.030681415,0.009248148,0.011807428,0.03433531,0.639676126,0.333796253,0.233182584,0.031894179,0.259873683,0.002310467,0.021528788,3,6
this is me,keala settle,95.703125,0.0166822675656616,0.058731032,0.028440489,0.041726204,3.163969881,0.137488682,0.167215128,0.449208707,1.538940109,0.117172796,0.117648505,0.031243122,0.272896695,0.020226836,0.042361509,0.003927366,0.037805783,0.009811499,0.013780389,0.02196066,0.794276177,0.319712457,0.216076988,0.029158717,0.246344702,0.0042147,0.02350937,5,2
three,britney spears,135.99917763157896,-0.00791221315736,0.072893007,0.035881686,0.124348422,3.167850701,0.162693919,0.179669877,0.677581136,1.081375922,-0.000564084,-0.003993941,0.037611026,0.409536118,0.022070113,0.074822995,0.006821421,0.063857322,0.008674478,0.024084527,0.10845526,1.414987713,0.46067122,0.243725956,0.041611582,0.399506361,0.011721618,0.026516583,3,6
three dragon slayers,takanashi yasuharu,78.30255681818181,0.0061031395090477,0.069802487,0.019972713,0.104086762,3.157183235,0.152418809,0.176277924,0.609103321,1.511448327,0.232960075,0.141788198,0.024098518,0.208270354,0.018262041,0.031702615,0.00398436,0.076041199,0.003832151,0.017444491,0.048504518,0.635060619,0.242874707,0.195737041,0.02171222,0.210242524,0.002890794,0.01880171,1,6
traveler of the magic borders,takanashi yasuharu,117.45383522727272,-0.0125497959174276,0.077865569,0.019596117,0.076523342,3.194965858,0.157553754,0.173201447,0.773256138,1.272414194,0.203229518,0.264763496,0.023770796,0.23182047,0.015764026,0.033505868,0.004654071,0.066963883,0.003744635,0.016081588,0.029419623,0.580939794,0.219237519,0.192940011,0.026770253,0.267273115,0.003750213,0.018618488,1,3
try,colbie caillat,92.28515625,-0.0181671930141592,0.063558984,0.041384755,0.034809741,3.202659801,0.152158645,0.187259529,0.452147719,2.377481069,-0.14878981,-0.233072468,0.04630084,0.396087219,0.022558475,0.016875873,0.007705418,0.020192317,0.015083997,0.010604792,0.013902034,0.833803816,0.353195385,0.228092375,0.045825149,0.373527618,0.00770273,0.027105272,5,6
try,pink,103.359375,0.0210597161874811,0.066847383,0.025186938,0.049740552,3.180720149,0.160971566,0.186853609,0.560939419,1.896559701,0.369517037,0.347560573,0.033265299,0.266436822,0.02215851,0.04690868,0.006155947,0.039043853,0.003262745,0.013584992,0.038650924,0.935242732,0.35504674,0.22931221,0.034648704,0.281137261,0.006381368,0.027644511,3,6
tsuna awakens,toshihiko sahashi,103.359375,-0.0292904224637139,0.043523603,0.014113552,0.055144571,3.14204302,0.115653762,0.162487835,0.320180011,2.008802445,0.189970271,0.231664813,0.028640475,0.142805815,0.032995819,0.030876589,0.002268256,0.040342677,0.00607117,0.010036242,0.030254699,0.76930717,0.31691205,0.193234003,0.032622218,0.143945423,0.006599022,0.040686097,1,6
twenty two,taylor swift,103.359375,-0.0054318744089379,0.139962943,0.065508147,0.04927425,3.166650016,0.234891886,0.242688415,0.979406361,1.246403842,0.212324333,0.058742172,0.052723533,0.387343777,0.043896094,0.077201476,0.005914755,0.057262226,0.003595493,0.019830786,0.043240184,1.219415256,0.441208312,0.245450991,0.044179656,0.388788782,0.005729015,0.033374233,2,3
u smile,justin bieber,75.99954044117646,-0.0095133800321737,0.057729854,0.024501567,0.057242111,3.191261404,0.13698071,0.177667901,0.368520711,1.754329055,-0.083476034,-0.029397401,0.034510779,0.259310607,0.026326593,0.043848326,0.011321124,0.022624324,0.013935833,0.013756166,0.035895397,0.979765949,0.394217908,0.227604708,0.034475152,0.255677131,0.00622073,0.030059479,5,2
unexpectedly,jason chen,112.34714673913044,-0.0064963193875992,0.046513048,0.034933828,0.073877851,3.205919416,0.131271554,0.179126378,0.285276559,2.687788084,-0.131949162,-0.082526633,0.045320041,0.298191757,0.024956808,0.039543468,0.00533419,0.039408672,0.012883913,0.01309034,0.025808881,0.781755847,0.349224323,0.222986583,0.04153026,0.275498995,0.005802337,0.029194869,2,5
victory,two steps from hell,117.45383522727272,-0.0089272341762427,0.039677789,0.008551039,0.075678703,3.194837546,0.108395581,0.15423442,0.287412615,1.948954571,0.050498601,0.200960115,0.019692944,0.092225765,0.025258732,0.040559388,0.00747428,0.037674768,0.005792977,0.011376057,0.020102426,0.516094356,0.221471006,0.190965908,0.025735763,0.106118796,0.004122777,0.033145247,1,6
wait for you,elliot yamin,117.45383522727272,-0.0195424659344135,0.056478049,0.037174446,0.059561805,3.175071527,0.15373019,0.186971764,0.412406962,2.097308718,0.042980348,0.062606156,0.044089718,0.34069089,0.022135821,0.075315594,0.004181114,0.066835328,0.007902815,0.016404233,0.026514284,1.093978983,0.363662371,0.240302365,0.043495092,0.324461853,0.009332923,0.026371707,4,5
wake me up,avicii,123.046875,0.0269029308088765,0.074961071,0.030844636,0.068718171,3.183794056,0.167745027,0.190729269,0.651242282,1.468934031,0.001886566,0.208479315,0.032372214,0.316974684,0.019100751,0.039821304,0.007500061,0.038599627,0.004818366,0.01491778,0.034848912,0.721589069,0.322853043,0.216715279,0.032615326,0.306476827,0.005948268,0.021767423,3,2
wan you yin li,wang su long,95.703125,0.0201897827805379,0.059257033,0.035181845,0.089668963,3.176490683,0.156104093,0.188122132,0.443498249,2.403648732,0.152217164,0.0646697,0.040253743,0.347701067,0.022016405,0.052884295,0.004955434,0.043853646,0.006097805,0.013189899,0.032824335,0.862648759,0.336479413,0.216202546,0.038661608,0.313303427,0.005759043,0.02567459,2,6
way back home,shaun,135.99917763157896,-0.0100642109792073,0.042091472,0.025386419,0.067216099,3.16729454,0.120137784,0.166228825,0.256071027,2.129558226,-0.15026176,0.045359178,0.031611665,0.249816295,0.023959535,0.039139218,0.007327945,0.063967781,0.009304002,0.01749166,0.058117636,1.642469356,0.449152463,0.267384247,0.037122307,0.287845521,0.009614484,0.031715945,5,2
what makes you beautiful,one direction,123.046875,0.0209225986214269,0.090087001,0.037892902,0.07937871,3.180808677,0.188323862,0.19585222,0.837644677,1.039618749,0.160105107,0.327323916,0.035928401,0.385995435,0.020285221,0.053849026,0.003292821,0.035893803,0.011108683,0.016366252,0.049232006,1.2747375,0.420478168,0.229626506,0.032377438,0.345757735,0.003501184,0.0223492,3,2
whistle,flo rida,103.359375,-0.0154692925966865,0.0827939,0.045972175,0.052957113,3.17469341,0.179482995,0.187350716,0.754401099,1.255665427,0.001139684,0.174244028,0.042970893,0.470701519,0.018577538,0.0795085,0.0056613,0.044281622,0.00406934,0.019225225,0.034537152,1.264363111,0.473190655,0.25033955,0.042891701,0.473293006,0.006236409,0.021705344,2,5
who says,selena gomez,99.38401442307692,0.0178945578622397,0.094103948,0.051940447,0.100135308,3.201916487,0.1997828,0.206162885,0.819254702,1.441277593,0.059808041,-0.098002808,0.051474269,0.474825549,0.025289908,0.031007734,0.006386935,0.055105093,0.012159457,0.015531115,0.049533121,1.077398332,0.411637415,0.261201687,0.054358592,0.476722795,0.004257187,0.029430733,2,3
why don't we go there,one direction,161.4990234375,-0.0136301356561229,0.08260293,0.03037342,0.101565823,3.202402025,0.195281068,0.219268769,0.729767122,1.419666406,0.159959737,0.258763849,0.037156532,0.327879268,0.027245789,0.038056657,0.004890311,0.025585013,0.008994224,0.015103646,0.074771106,0.86714679,0.333690792,0.230587999,0.04350917,0.342342315,0.005498452,0.034359776,3,6
wo shi zhen de ai guo ni,liu zeng tong,143.5546875,0.0005712135405318,0.046093322,0.028648466,0.068123442,3.197499995,0.128996651,0.171464181,0.289455538,2.17409343,0.045673987,0.142978561,0.038408264,0.270518896,0.027576687,0.098988073,0.006732524,0.03586083,0.011189291,0.02145522,0.030412924,1.025230712,0.420939797,0.223735029,0.03903098,0.256772192,0.011695795,0.034192967,2,4
wolves,"selena gomez, marshmello",123.046875,0.0250855344675721,0.065642415,0.038729849,0.063065911,3.185351956,0.153283001,0.180674393,0.527684533,1.803399412,0.009651416,0.085700818,0.046371915,0.400501603,0.025047722,0.043579249,0.009955456,0.037628028,0.008646649,0.015027512,0.042984088,0.933832421,0.388743525,0.228076784,0.050339918,0.424358834,0.006655439,0.029853224,5,6
wu ji,lin hai,83.35433467741936,0.0110321143982912,0.027632455,0.007655711,0.038193415,3.252200911,0.084325289,0.150710965,0.086084735,2.70347596,-0.097625369,0.016441814,0.023169381,0.048896983,0.034478734,0.035439665,0.002553853,0.018362949,0.005507758,0.009048256,0.006824748,0.627368383,0.272014688,0.193682423,0.028754045,0.042248894,0.006322219,0.045171812,4,6
xiao xing xing,wang su long,135.99917763157896,0.0223360881947161,0.052193899,0.039845001,0.064565718,3.21739497,0.150716541,0.189209671,0.373003495,2.662736389,0.070676049,0.165456346,0.047058395,0.370999344,0.02374098,0.027471244,0.002272044,0.031037639,0.011580842,0.010988516,0.024152365,1.079729037,0.393872656,0.236933023,0.045138529,0.332775907,0.00916724,0.029978272,2,4
ye yan feng bo,yin que shi ting,89.10290948275862,-0.0186386402629344,0.059346476,0.02890064,0.049134801,3.165019449,0.135641612,0.167483888,0.439599226,1.476150799,-0.148023975,-0.197348875,0.036448649,0.343457163,0.024640337,0.042298888,0.014994412,0.026265055,0.012847749,0.013906442,0.060216832,1.260123867,0.444691922,0.237675516,0.03821333,0.342714525,0.007904046,0.029274854,5,6
yi xiao qing cheng,wang su long,117.45383522727272,-0.0098565966514305,0.05209151,0.032367796,0.063030049,3.148105063,0.150626724,0.187415508,0.39359934,1.812492769,0.113018991,0.063724648,0.040516867,0.318651424,0.022478591,0.076916339,0.002885338,0.070738178,0.005401708,0.02048344,0.039770122,1.016206882,0.382511561,0.226695506,0.041004926,0.310830501,0.008888385,0.027205994,2,6
you don't go,super junior,99.38401442307692,0.0267686808335813,0.067852188,0.032210955,0.103605156,3.218288421,0.15646486,0.179484624,0.548846537,1.563984212,-0.031635489,0.177295385,0.035927524,0.348794733,0.020248079,0.041814081,0.010101202,0.039924672,0.010242631,0.014404762,0.048231913,1.050300951,0.37105033,0.216877376,0.038131763,0.354898867,0.004592316,0.024289913,5,2
you he bu ke,xu song,99.38401442307692,0.0153391468783476,0.056268497,0.042849941,0.07369258,3.166331805,0.156298084,0.198087783,0.380228721,2.827600736,0.126364413,-0.037131955,0.062375676,0.397204254,0.041329809,0.063819304,0.002932844,0.031444299,0.005988824,0.01667421,0.041609906,1.132257085,0.402371747,0.242564335,0.071073417,0.410712263,0.009545731,0.050956467,2,4
youth,troye sivan,123.046875,-0.002241655945459,0.056377209,0.035249144,0.081589632,3.192966101,0.140693373,0.169824233,0.471329671,2.00299491,-0.022465779,0.202763104,0.041160721,0.374689266,0.023599453,0.04326745,0.011709651,0.041075646,0.005751016,0.013790152,0.036208261,0.903735981,0.388618102,0.235085662,0.039177617,0.372677625,0.005692774,0.027475578,5,6
zhe shi ai,"henry, donghae",151.99908088235293,-0.0200141904504342,0.019519883,0.004853157,0.010187435,3.202357244,0.07501432,0.148539267,0.042695101,3.324139361,-0.191763652,0.14320005,0.02744113,0.040443783,0.042586504,0.029849655,0.002456061,0.018666408,0.003572378,0.007238007,0.005241229,1.11866928,0.30991436,0.191399308,0.036687347,0.037480601,0.012192123,0.058416275,4,6
zui mei hun li,bai xiao bai,112.34714673913044,0.0226500527888819,0.051512338,0.039506245,0.05678499,3.168251024,0.134493174,0.169568166,0.450743882,2.131428309,-0.122442486,0.135097283,0.043756661,0.439688893,0.024740481,0.069616394,0.002281511,0.03572791,0.00688557,0.017066476,0.025833508,1.111880826,0.477303071,0.251262934,0.042642955,0.410848173,0.009373433,0.031183742,2,4
zurui yo,chihiro,161.4990234375,0.0019649766952182,0.047712878,0.022573964,0.122361745,3.181778934,0.12977037,0.173563986,0.33948109,1.830132324,0.049174217,0.088490119,0.033783919,0.239541571,0.024763507,0.07625877,0.004878585,0.043349632,0.005048606,0.022262824,0.048790207,0.943596744,0.354265346,0.21150441,0.036155193,0.243592675,0.00845739,0.029180065,6,5
